,string_X_train,Y_label,EXPNO,from,predict,class,預測部門代號
6992,1 ABS  GRADE  NOAG15A1H QTY 90MT AT USD254500MTCIF HAIPHONG VIETNAM,GRADE,4A,202105.xlsx,"[' GRADE ', ' ABS ']",rule,4A
6993,1 ABS  GRADE  NOAG15A1H QTY 90MT AT USD254500MTCIF HAIPHONG VIETNAM,GRADE,4A,202105.xlsx,"[' GRADE ', ' ABS ']",rule,4A
6995,COMMODITY HDPE  TAISOX 9001 QUANTITY 800 MTSUNIT PRICE USD 113000MTPRICE TERM FOB ANY PROT IN TAIWAN,TAISOX 9001,18,202105.xlsx,"[' TAISOX ', ' HDPE ', 'TAISOX 9001']",rule,18
6996,COMMODITY HDPE  TAISOX 9001 QUANTITY 800 MTSUNIT PRICE USD 113000MTPRICE TERM FOB ANY PROT IN TAIWAN,TAISOX 9001,18,202105.xlsx,"[' TAISOX ', ' HDPE ', 'TAISOX 9001']",rule,18
6997, PP 5090T   45 MT  AT USD1535MTFOB ANY TAIWANESE PORT,PP 5090T,1P,202105.xlsx,"[' PP ', 'PP 5090T']",rule,1P
6998, PP 5090T   45 MT  AT USD1535MTFOB ANY TAIWANESE PORT,PP 5090T,1P,202105.xlsx,"[' PP ', 'PP 5090T']",rule,1P
6999, PP 5090T   45 MT  AT USD1535MTFOB ANY TAIWANESE PORT,PP 5090T,1P,202105.xlsx,"[' PP ', 'PP 5090T']",rule,1P
7000, PP 5090T   45 MT  AT USD1535MTFOB ANY TAIWANESE PORT,PP 5090T,1P,202105.xlsx,"[' PP ', 'PP 5090T']",rule,1P
7001, PP 5090T   45 MT  AT USD1535MTFOB ANY TAIWANESE PORT,PP 5090T,1P,202105.xlsx,"[' PP ', 'PP 5090T']",rule,1P
7002, PP 5090T   45 MT  AT USD1535MTFOB ANY TAIWANESE PORT,PP 5090T,1P,202105.xlsx,"[' PP ', 'PP 5090T']",rule,1P
7003, PP 5090T   45 MT  AT USD1535MTFOB ANY TAIWANESE PORT,PP 5090T,1P,202105.xlsx,"[' PP ', 'PP 5090T']",rule,1P
7004, PP 5090T   45 MT  AT USD1535MTFOB ANY TAIWANESE PORT,PP 5090T,1P,202105.xlsx,"[' PP ', 'PP 5090T']",rule,1P
7005, PP 5090T   45 MT  AT USD1535MTFOB ANY TAIWANESE PORT,PP 5090T,1P,202105.xlsx,"[' PP ', 'PP 5090T']",rule,1P
7007,COMMODITY PURIFIED ISOPHTHALIC  ACID  PIAQUANTITY 200000MTUNIT PRICE USD114800MTGOODS ORIGIN TAIWANPACKING 1000KGS NET IN BAG WITH PALLETPRICE TERM CIF YANGZHOU CHINA,ACID,48,202105.xlsx,[' ACID '],rule,1A
7008,COMMODITY PURIFIED ISOPHTHALIC  ACID  PIAQUANTITY 200000MTUNIT PRICE USD114800MTGOODS ORIGIN TAIWANPACKING 1000KGS NET IN BAG WITH PALLETPRICE TERM CIF YANGZHOU CHINA,ACID,48,202105.xlsx,[' ACID '],rule,1A
7009, PVC SHEET CONTRACT NONANDV210501 QUANTITY 280000MCONTRACT NONANDV210502 QUANTITY 85000MQUANTITY ALLOWANCE 10 PERCENT MORE OR LESSCIF VIETNAM,PVC SHEET,21,202105.xlsx,['PVC SHEET'],rule,21
7010, PVC SHEET CONTRACT NONANDV210501 QUANTITY 280000MCONTRACT NONANDV210502 QUANTITY 85000MQUANTITY ALLOWANCE 10 PERCENT MORE OR LESSCIF VIETNAM,PVC SHEET,21,202105.xlsx,['PVC SHEET'],rule,21
7011, PVC SHEET CONTRACT NONANDV210501 QUANTITY 280000MCONTRACT NONANDV210502 QUANTITY 85000MQUANTITY ALLOWANCE 10 PERCENT MORE OR LESSCIF VIETNAM,PVC SHEET,21,202105.xlsx,['PVC SHEET'],rule,21
7012, PVC SHEET CONTRACT NONANDV210501 QUANTITY 280000MCONTRACT NONANDV210502 QUANTITY 85000MQUANTITY ALLOWANCE 10 PERCENT MORE OR LESSCIF VIETNAM,PVC SHEET,21,202105.xlsx,['PVC SHEET'],rule,21
7013, PVC SHEET CONTRACT NONANDV210501 QUANTITY 280000MCONTRACT NONANDV210502 QUANTITY 85000MQUANTITY ALLOWANCE 10 PERCENT MORE OR LESSCIF VIETNAM,PVC SHEET,21,202105.xlsx,['PVC SHEET'],rule,21
7014, PVC SHEET CONTRACT NONANDV210501 QUANTITY 280000MCONTRACT NONANDV210502 QUANTITY 85000MQUANTITY ALLOWANCE 10 PERCENT MORE OR LESSCIF VIETNAM,PVC SHEET,21,202105.xlsx,['PVC SHEET'],rule,21
7015, PVC SHEET CONTRACT NONANDV210501 QUANTITY 280000MCONTRACT NONANDV210502 QUANTITY 85000MQUANTITY ALLOWANCE 10 PERCENT MORE OR LESSCIF VIETNAM,PVC SHEET,21,202105.xlsx,['PVC SHEET'],rule,21
7016, PVC SHEET CONTRACT NONANDV210501 QUANTITY 280000MCONTRACT NONANDV210502 QUANTITY 85000MQUANTITY ALLOWANCE 10 PERCENT MORE OR LESSCIF VIETNAM,PVC SHEET,21,202105.xlsx,['PVC SHEET'],rule,21
7017, PVC SHEET CONTRACT NONANDV210501 QUANTITY 280000MCONTRACT NONANDV210502 QUANTITY 85000MQUANTITY ALLOWANCE 10 PERCENT MORE OR LESSCIF VIETNAM,PVC SHEET,21,202105.xlsx,['PVC SHEET'],rule,21
7018, PVC SHEET CONTRACT NONANDV210501 QUANTITY 280000MCONTRACT NONANDV210502 QUANTITY 85000MQUANTITY ALLOWANCE 10 PERCENT MORE OR LESSCIF VIETNAM,PVC SHEET,21,202105.xlsx,['PVC SHEET'],rule,21
7019, PVC SHEET CONTRACT NONANDV210501 QUANTITY 280000MCONTRACT NONANDV210502 QUANTITY 85000MQUANTITY ALLOWANCE 10 PERCENT MORE OR LESSCIF VIETNAM,PVC SHEET,21,202105.xlsx,['PVC SHEET'],rule,21
7020, PVC SHEET CONTRACT NONANDV210501 QUANTITY 280000MCONTRACT NONANDV210502 QUANTITY 85000MQUANTITY ALLOWANCE 10 PERCENT MORE OR LESSCIF VIETNAM,PVC SHEET,21,202105.xlsx,['PVC SHEET'],rule,21
7021, PVC SHEET CONTRACT NONANDV210501 QUANTITY 280000MCONTRACT NONANDV210502 QUANTITY 85000MQUANTITY ALLOWANCE 10 PERCENT MORE OR LESSCIF VIETNAM,PVC SHEET,21,202105.xlsx,['PVC SHEET'],rule,21
7022, PVC SHEET CONTRACT NONANDV210501 QUANTITY 280000MCONTRACT NONANDV210502 QUANTITY 85000MQUANTITY ALLOWANCE 10 PERCENT MORE OR LESSCIF VIETNAM,PVC SHEET,21,202105.xlsx,['PVC SHEET'],rule,21
7023, PVC SHEET CONTRACT NONANDV210501 QUANTITY 280000MCONTRACT NONANDV210502 QUANTITY 85000MQUANTITY ALLOWANCE 10 PERCENT MORE OR LESSCIF VIETNAM,PVC SHEET,21,202105.xlsx,['PVC SHEET'],rule,21
7024, PVC SHEET CONTRACT NONANDV210501 QUANTITY 280000MCONTRACT NONANDV210502 QUANTITY 85000MQUANTITY ALLOWANCE 10 PERCENT MORE OR LESSCIF VIETNAM,PVC SHEET,21,202105.xlsx,['PVC SHEET'],rule,21
7025, PVC SHEET CONTRACT NONANDV210501 QUANTITY 280000MCONTRACT NONANDV210502 QUANTITY 85000MQUANTITY ALLOWANCE 10 PERCENT MORE OR LESSCIF VIETNAM,PVC SHEET,21,202105.xlsx,['PVC SHEET'],rule,21
7026, PVC SHEET CONTRACT NONANDV210501 QUANTITY 280000MCONTRACT NONANDV210502 QUANTITY 85000MQUANTITY ALLOWANCE 10 PERCENT MORE OR LESSCIF VIETNAM,PVC SHEET,21,202105.xlsx,['PVC SHEET'],rule,21
7027, PVC SHEET CONTRACT NONANDV210501 QUANTITY 280000MCONTRACT NONANDV210502 QUANTITY 85000MQUANTITY ALLOWANCE 10 PERCENT MORE OR LESSCIF VIETNAM,PVC SHEET,21,202105.xlsx,['PVC SHEET'],rule,21
7028, PVC SHEET CONTRACT NONANDV210501 QUANTITY 280000MCONTRACT NONANDV210502 QUANTITY 85000MQUANTITY ALLOWANCE 10 PERCENT MORE OR LESSCIF VIETNAM,PVC SHEET,21,202105.xlsx,['PVC SHEET'],rule,21
7029, PVC SHEET CONTRACT NONANDV210501 QUANTITY 280000MCONTRACT NONANDV210502 QUANTITY 85000MQUANTITY ALLOWANCE 10 PERCENT MORE OR LESSCIF VIETNAM,PVC SHEET,21,202105.xlsx,['PVC SHEET'],rule,21
7030, PVC SHEET CONTRACT NONANDV210501 QUANTITY 280000MCONTRACT NONANDV210502 QUANTITY 85000MQUANTITY ALLOWANCE 10 PERCENT MORE OR LESSCIF VIETNAM,PVC SHEET,21,202105.xlsx,['PVC SHEET'],rule,21
7031, PVC SHEET CONTRACT NONANDV210501 QUANTITY 280000MCONTRACT NONANDV210502 QUANTITY 85000MQUANTITY ALLOWANCE 10 PERCENT MORE OR LESSCIF VIETNAM,PVC SHEET,21,202105.xlsx,['PVC SHEET'],rule,21
7032, PVC SHEET CONTRACT NONANDV210501 QUANTITY 280000MCONTRACT NONANDV210502 QUANTITY 85000MQUANTITY ALLOWANCE 10 PERCENT MORE OR LESSCIF VIETNAM,PVC SHEET,21,202105.xlsx,['PVC SHEET'],rule,21
7033, PVC SHEET CONTRACT NONANDV210501 QUANTITY 280000MCONTRACT NONANDV210502 QUANTITY 85000MQUANTITY ALLOWANCE 10 PERCENT MORE OR LESSCIF VIETNAM,PVC SHEET,21,202105.xlsx,['PVC SHEET'],rule,21
7034, PVC SHEET CONTRACT NONANDV210501 QUANTITY 280000MCONTRACT NONANDV210502 QUANTITY 85000MQUANTITY ALLOWANCE 10 PERCENT MORE OR LESSCIF VIETNAM,PVC SHEET,21,202105.xlsx,['PVC SHEET'],rule,21
7035, PVC SHEET CONTRACT NONANDV210501 QUANTITY 280000MCONTRACT NONANDV210502 QUANTITY 85000MQUANTITY ALLOWANCE 10 PERCENT MORE OR LESSCIF VIETNAM,PVC SHEET,21,202105.xlsx,['PVC SHEET'],rule,21
7036, PVC SHEET CONTRACT NONANDV210501 QUANTITY 280000MCONTRACT NONANDV210502 QUANTITY 85000MQUANTITY ALLOWANCE 10 PERCENT MORE OR LESSCIF VIETNAM,PVC SHEET,21,202105.xlsx,['PVC SHEET'],rule,21
7037, PVC SHEET CONTRACT NONANDV210501 QUANTITY 280000MCONTRACT NONANDV210502 QUANTITY 85000MQUANTITY ALLOWANCE 10 PERCENT MORE OR LESSCIF VIETNAM,PVC SHEET,21,202105.xlsx,['PVC SHEET'],rule,21
7038, PVC SHEET CONTRACT NONANDV210501 QUANTITY 280000MCONTRACT NONANDV210502 QUANTITY 85000MQUANTITY ALLOWANCE 10 PERCENT MORE OR LESSCIF VIETNAM,PVC SHEET,21,202105.xlsx,['PVC SHEET'],rule,21
7039, PVC SHEET CONTRACT NONANDV210501 QUANTITY 280000MCONTRACT NONANDV210502 QUANTITY 85000MQUANTITY ALLOWANCE 10 PERCENT MORE OR LESSCIF VIETNAM,PVC SHEET,21,202105.xlsx,['PVC SHEET'],rule,21
7040,ITEM 1COMMODITY PURIFIED ISOPHTHALIC  ACID  PIAQUANTITY 500 MTSUNIT PRICE USD114800 PER MTCIF CHANGZHOU CHINAORIGIN TAIWANITEM 2COMMODITY PURIFIED ISOPHTHALIC ACID PIAQUANTITY 200 MTSUNIT PRICE USD114800 PER MTCIF CHANGZHOU OR ZHUHAI CHINAORIGIN TAIWAN,ACID,48,202105.xlsx,['PURIFIED ISOPHTHALIC ACID PIA'],rule,48
7041,ITEM 1COMMODITY PURIFIED ISOPHTHALIC  ACID  PIAQUANTITY 500 MTSUNIT PRICE USD114800 PER MTCIF CHANGZHOU CHINAORIGIN TAIWANITEM 2COMMODITY PURIFIED ISOPHTHALIC ACID PIAQUANTITY 200 MTSUNIT PRICE USD114800 PER MTCIF CHANGZHOU OR ZHUHAI CHINAORIGIN TAIWAN,ACID,48,202105.xlsx,['PURIFIED ISOPHTHALIC ACID PIA'],rule,48
7042,ITEM 1COMMODITY PURIFIED ISOPHTHALIC  ACID  PIAQUANTITY 500 MTSUNIT PRICE USD114800 PER MTCIF CHANGZHOU CHINAORIGIN TAIWANITEM 2COMMODITY PURIFIED ISOPHTHALIC ACID PIAQUANTITY 200 MTSUNIT PRICE USD114800 PER MTCIF CHANGZHOU OR ZHUHAI CHINAORIGIN TAIWAN,ACID,48,202105.xlsx,['PURIFIED ISOPHTHALIC ACID PIA'],rule,48
7043,ITEM 1COMMODITY PURIFIED ISOPHTHALIC  ACID  PIAQUANTITY 500 MTSUNIT PRICE USD114800 PER MTCIF CHANGZHOU CHINAORIGIN TAIWANITEM 2COMMODITY PURIFIED ISOPHTHALIC ACID PIAQUANTITY 200 MTSUNIT PRICE USD114800 PER MTCIF CHANGZHOU OR ZHUHAI CHINAORIGIN TAIWAN,ACID,48,202105.xlsx,['PURIFIED ISOPHTHALIC ACID PIA'],rule,48
7044,234 METRIC TONS OF ABS RESIN  GRADE  NO AG15A1HUNIT PRICE  USD261000 PER METRIC TONCIF HONG KONG OR ANY PORT IN CHINAPACKING  PACKED IN 25 KGSBAG AND 18MT LOOSE LOADING IN EACH 20 CONTAINER,GRADE,4A,202105.xlsx,"[' GRADE ', 'ABS RESIN', ' RESIN ', ' ABS ']",rule,4A
7045,CIF HUANGPU CHINA2250 MTS PLASTIC MATERIAL OF TAIRILAC ABS RESINS GRADE  NO AG161A1 AT USD310000MTUNDER PROFORMA INVOICE NO K401716 MTS PLASTIC MATERIAL OF TAIRILITE PC RESINSGRADE NO AC6000AL AT USD480000MTUNDER PROFORMA INVOICE NO K5013,GRADE,4A,202105.xlsx,"[' GRADE ', ' TAIRILAC ', 'ABS RESIN', 'PC RESIN', ' ABS ', ' MATERIAL ']",rule,4A
7046,CIF HUANGPU CHINA2250 MTS PLASTIC MATERIAL OF TAIRILAC ABS RESINS GRADE  NO AG161A1 AT USD310000MTUNDER PROFORMA INVOICE NO K401716 MTS PLASTIC MATERIAL OF TAIRILITE PC RESINSGRADE NO AC6000AL AT USD480000MTUNDER PROFORMA INVOICE NO K5013,GRADE,4A,202105.xlsx,"[' GRADE ', ' TAIRILAC ', 'ABS RESIN', 'PC RESIN', ' ABS ', ' MATERIAL ']",rule,4A
7048,ORDER NO G5007HIPS  GRADE  NO HP835G300MTS AT USD187000MTCIF HUANGPUSHATIAN CHINA,GRADE,4A,202105.xlsx,[' GRADE '],rule,4A
7049,ORDER NO G5007HIPS  GRADE  NO HP835G300MTS AT USD187000MTCIF HUANGPUSHATIAN CHINA,GRADE,4A,202105.xlsx,[' GRADE '],rule,4A
7050,ORDER NO G5007HIPS  GRADE  NO HP835G300MTS AT USD187000MTCIF HUANGPUSHATIAN CHINA,GRADE,4A,202105.xlsx,[' GRADE '],rule,4A
7051,COMMODITY DESCRIPTION ACRYLONITRILE BUTADIENE STYRENEABS  GRADE  AG15A1HQUANTITY 18MTS 5PCT 01X20FCLUNIT PRICE USD 254000MTAMOUNT USD 4572000 5PCTTHIS PRICE IS UNDERSTOOD TO BE CIF HAIPHONG PORT VIETNAMINCOTERM 2010MAKERORIGIN FORMOSA CHEMICALS AND FIBRE CORPORATIONTAIWANPACKING IN EXPORTPACKING STANDARDOTHER TERM AND CONDITIONS AS PER CONTR NO202105057MTHNDD 20052021,GRADE,4A,202105.xlsx,"['ACRYLONITRILE BUTADIENE STYRENE', ' GRADE ', ' CHEMICALS ', ' ACRYLONITRILE ']",rule,4A
7052,HS CODE 7410211000 COPPER CLAD LAMINATE QTY94000 SHEETS AMOUNT USD45254000HS CODE 3921909090  GLASS EPOXY PREPREG  QTY5000 PCS AMOUNT USD445000 TERMS OF PRICE FOB INCOTERMS 2010 OR FCA INCOTERMS 2010TAIWAN   PLACE OF TERMS OF PRICE TAIWAN PORTAIRPORT COUNTRY OF ORIGIN TAIWAN,GLASS EPOXY PREPREG,2M,202105.xlsx,"['GLASS EPOXY PREPREG', ' LAMINATE ', 'COPPER CLAD LAMINATE', ' PREPREG ']",rule,28
7053,HS CODE 7410211000 COPPER CLAD LAMINATE QTY94000 SHEETS AMOUNT USD45254000HS CODE 3921909090  GLASS EPOXY PREPREG  QTY5000 PCS AMOUNT USD445000 TERMS OF PRICE FOB INCOTERMS 2010 OR FCA INCOTERMS 2010TAIWAN   PLACE OF TERMS OF PRICE TAIWAN PORTAIRPORT COUNTRY OF ORIGIN TAIWAN,GLASS EPOXY PREPREG,2M,202105.xlsx,"['GLASS EPOXY PREPREG', ' LAMINATE ', 'COPPER CLAD LAMINATE', ' PREPREG ']",rule,28
7054,HS CODE 7410211000 COPPER CLAD LAMINATE QTY94000 SHEETS AMOUNT USD45254000HS CODE 3921909090  GLASS EPOXY PREPREG  QTY5000 PCS AMOUNT USD445000 TERMS OF PRICE FOB INCOTERMS 2010 OR FCA INCOTERMS 2010TAIWAN   PLACE OF TERMS OF PRICE TAIWAN PORTAIRPORT COUNTRY OF ORIGIN TAIWAN,GLASS EPOXY PREPREG,2M,202105.xlsx,"['GLASS EPOXY PREPREG', ' LAMINATE ', 'COPPER CLAD LAMINATE', ' PREPREG ']",rule,28
7055,HS CODE 7410211000 COPPER CLAD LAMINATE QTY94000 SHEETS AMOUNT USD45254000HS CODE 3921909090  GLASS EPOXY PREPREG  QTY5000 PCS AMOUNT USD445000 TERMS OF PRICE FOB INCOTERMS 2010 OR FCA INCOTERMS 2010TAIWAN   PLACE OF TERMS OF PRICE TAIWAN PORTAIRPORT COUNTRY OF ORIGIN TAIWAN,GLASS EPOXY PREPREG,2M,202105.xlsx,"['GLASS EPOXY PREPREG', ' LAMINATE ', 'COPPER CLAD LAMINATE', ' PREPREG ']",rule,28
7056,GOODSHDPE  TAISOX 8010 QTY204MTSUNIT PRICEUSD117500MTTOTAL AMOUNTUSD23970000PRICE TERMCIF NEW PORT JIANGMEN CHINAGOODS UNDER CONTRACT NOH0FV08COUNTRY OF ORIGINTAIWANPACKINGIN EXPORT STANDARD PACKING 25KGSBAG,TAISOX 8010,18,202105.xlsx,"[' TAISOX ', 'TAISOX 8010']",rule,18
7070,HIGH IMPACT POLYSTYRENE  GRADE  NOHP825H  252000KGSPP RESIN GRADE NOK4535 48000KGSCIF YUEYANG PORT CHINA,GRADE,4A,202105.xlsx,"['PP RESIN', ' POLYSTYRENE ', ' GRADE ', ' RESIN ']",rule,4A
7071,HIGH IMPACT POLYSTYRENE  GRADE  NOHP825H  252000KGSPP RESIN GRADE NOK4535 48000KGSCIF YUEYANG PORT CHINA,GRADE,4A,202105.xlsx,"['PP RESIN', ' POLYSTYRENE ', ' GRADE ', ' RESIN ']",rule,4A
7072,HIGH IMPACT POLYSTYRENE  GRADE  NOHP825H  252000KGSPP RESIN GRADE NOK4535 48000KGSCIF YUEYANG PORT CHINA,GRADE,4A,202105.xlsx,"['PP RESIN', ' POLYSTYRENE ', ' GRADE ', ' RESIN ']",rule,4A
7073,HIGH IMPACT POLYSTYRENE  GRADE  NOHP825H  252000KGSPP RESIN GRADE NOK4535 48000KGSCIF YUEYANG PORT CHINA,GRADE,4A,202105.xlsx,"['PP RESIN', ' POLYSTYRENE ', ' GRADE ', ' RESIN ']",rule,4A
7074,HIGH IMPACT POLYSTYRENE  GRADE  NOHP825H  252000KGSPP RESIN GRADE NOK4535 48000KGSCIF YUEYANG PORT CHINA,GRADE,4A,202105.xlsx,"['PP RESIN', ' POLYSTYRENE ', ' GRADE ', ' RESIN ']",rule,4A
7077,COMMODITYHDPE  TAISOX 7200 FQUANTITY400MTPRICEUSD1220MTMANUFACTURERFORMOSA PLASTICS CORPORATIONGOODS ORIGIN TAIWANPRICE TERM CIF MAWEICHINAPACKING1000KGS NET PER JUMBO BAG WITH PALLET,TAISOX 7200,18,202105.xlsx,"[' TAISOX ', 'TAISOX 7200']",rule,18
7085,TERMS OF SALES  CIFMUNDRA PORT INDIA PHTHALIC ANHYDRIDE  90 MT 5 FCL IN 600 KGS BAG 3 BAGS ON ONE PALLET AT THE RATE OF USD 960 PMT X 90 MT IS EQUAL TO USD 8640000 AS PER PROFORMA INVOICE NO NP1548 DATED11052021,PHTHALIC ANHYDRIDE,27,202105.xlsx,['PHTHALIC ANHYDRIDE'],rule,27
7086,TERMS OF SALES  CIFMUNDRA PORT INDIA PHTHALIC ANHYDRIDE  90 MT 5 FCL IN 600 KGS BAG 3 BAGS ON ONE PALLET AT THE RATE OF USD 960 PMT X 90 MT IS EQUAL TO USD 8640000 AS PER PROFORMA INVOICE NO NP1548 DATED11052021,PHTHALIC ANHYDRIDE,27,202105.xlsx,['PHTHALIC ANHYDRIDE'],rule,27
7087,TERMS OF SALES  CIF NHAVA SHEVA PORT INDIA PHTHALIC ANHYDRIDE  306 MT 17 FCL IN 25 KGSBAG72 BAGS ON ONE PALLET AT THE RATE OF USD 950 PMT X 306 MTIS EQUAL TO USD 29070000AS PER PROFORMA INVOICE NO NP1544 DATED 10052021,PHTHALIC ANHYDRIDE,27,202105.xlsx,['PHTHALIC ANHYDRIDE'],rule,27
7088,TERMS OF SALES  CIF NHAVA SHEVA PORT INDIA PHTHALIC ANHYDRIDE  306 MT 17 FCL IN 25 KGSBAG72 BAGS ON ONE PALLET AT THE RATE OF USD 950 PMT X 306 MTIS EQUAL TO USD 29070000AS PER PROFORMA INVOICE NO NP1544 DATED 10052021,PHTHALIC ANHYDRIDE,27,202105.xlsx,['PHTHALIC ANHYDRIDE'],rule,27
7122,COVERING 100 PERCENT OF INVOICE VALUE OF GOODS ANDOR SERVICESDESCRIBED AS24 MT OF PROPYLENE COPOLYMER  GRADE  K9017 REF PO NO 45660926CIF VANCOUVER CANADA INCOTERMS 2020,GRADE,4A,202105.xlsx,"[' PROPYLENE ', ' GRADE ', ' K9017 ', 'PROPYLENE COPOLYMER']",rule,4A
7123,TERMS OF PRICE  CIP GENOACOUNTRY OF ORIGIN  TAIWANABS POWDER GRADE  NOBP635QUANTITY 32 MTUNIT PRICE USD320000MT,GRADE,4A,202105.xlsx,[' GRADE '],rule,4A
7125,PRODUCT METHYL METHACRYLATE  ACID QUANTITY  1520000 KGSAS PER PROFORMA INVOICE DATED 16APR2021CIF NHAVA SHEVA SEA PORT INDIA INCOTERMS 2010,ACID,1A,202105.xlsx,"['METHYL METHACRYLATE', ' ACID ']",rule,1A
7127,COVERING 100 PERCENT OF INVOICE VALUE OF GOODS ANDOR SERVICESDESCRIBED AS24 MT OF HDPE  TAISOX 7200  REF PO NO45661338CIF VANCOUVER CANADA INCOTERMS 2020,TAISOX 7200,18,202105.xlsx,"[' TAISOX ', 'TAISOX 7200', ' HDPE ']",rule,18
7131,CIF HAIPHONG VIETNAMABS RESIN GRADE NO ABSAG 15A1HTOTAL 54000 KGSUNIT PRICE USD25 3K G,3K,4A,202105.xlsx,"[' 3K ', 'AG 15A1', ' GRADE ', 'ABS RESIN', ' RESIN ']",rule,4A
7132,CIF HAIPHONG VIETNAMABS RESIN GRADE NO ABSAG 15A1HTOTAL 54000 KGSUNIT PRICE USD25 3K G,3K,4A,202105.xlsx,"[' 3K ', 'AG 15A1', ' GRADE ', 'ABS RESIN', ' RESIN ']",rule,4A
7133,COMMODITY  PURIFIED TEREPHTHALIC  ACID  PTA QUANTITY 70000 MTS  UNIT PRICE USD69100MT TRADE TERMSCIF ANY PORT IN HOCHIMINH CITY VIETNAM INCOTERMS 2010  TOTAL AMOUNT USD 48370000  COUNTRY OF ORIGIN TAIWAN  PACKING 20 MTS PER 20 CONTAINER,ACID,48,202105.xlsx,"[' PTA ', ' ACID ']",rule,1A
7134,CIF HAIPHONG VIETNAMABS RESIN GRADE NO ABSAG 15A1HTOTAL 54000 KGSUNIT PRICE USD25 3K G,3K,4A,202105.xlsx,"[' 3K ', 'AG 15A1', ' GRADE ', 'ABS RESIN', ' RESIN ']",rule,4A
7135,PA66 6210GCFBK3    2200000KG    USD445KGPA66 6210GCFNC1    1000000KG    USD454KGPA66  6210GCFIV1      200000KG     USD479KGTOTAL AMT USD15288000GOODS ORIGIN TAIWAN CHINAPRICE TERM CIF XIAMEN,6210GCFIV1,23,202105.xlsx,[' 6210GCFBK3 '],rule,4A
7136,PA66 6210GCFBK3    2200000KG    USD445KGPA66 6210GCFNC1    1000000KG    USD454KGPA66  6210GCFIV1      200000KG     USD479KGTOTAL AMT USD15288000GOODS ORIGIN TAIWAN CHINAPRICE TERM CIF XIAMEN,6210GCFIV1,23,202105.xlsx,[' 6210GCFBK3 '],rule,4A
7137,PA66 6210GCFBK3    2200000KG    USD445KGPA66 6210GCFNC1    1000000KG    USD454KGPA66  6210GCFIV1      200000KG     USD479KGTOTAL AMT USD15288000GOODS ORIGIN TAIWAN CHINAPRICE TERM CIF XIAMEN,6210GCFIV1,23,202105.xlsx,[' 6210GCFBK3 '],rule,4A
7138,PA66 6210GCFBK3    2200000KG    USD445KGPA66 6210GCFNC1    1000000KG    USD454KGPA66  6210GCFIV1      200000KG     USD479KGTOTAL AMT USD15288000GOODS ORIGIN TAIWAN CHINAPRICE TERM CIF XIAMEN,6210GCFIV1,23,202105.xlsx,[' 6210GCFBK3 '],rule,4A
7139,PA66 6210GCFBK3    2200000KG    USD445KGPA66 6210GCFNC1    1000000KG    USD454KGPA66  6210GCFIV1      200000KG     USD479KGTOTAL AMT USD15288000GOODS ORIGIN TAIWAN CHINAPRICE TERM CIF XIAMEN,6210GCFIV1,23,202105.xlsx,[' 6210GCFBK3 '],rule,4A
7140,120 MT PROPYLENE  COPOLYMER  GRADE  NO K9017 AT USD2090MTAS PER PO C8041CIP TORONTO ONTARIO CANADA,GRADE,4A,202105.xlsx,"[' PROPYLENE ', ' GRADE ', ' K9017 ']",rule,62
7141,CIF HAIPHONG VIETNAMABS RESIN GRADE NO ABSAG15A1HTOTAL 36000 KGSUNIT PRICE USD25 3K G,3K,4A,202105.xlsx,"[' 3K ', ' GRADE ', 'ABS RESIN', ' RESIN ']",rule,4A
7143,COMMODITY PVC RESINS60 QUANTITY210MTUNIT PRICEUSD1580MTPACKING25KGS IN PP WOVEN BAG WITH PE LAMINATEDHS CODE  390410CIF CAT LAI VIETNAM,PVC RESINS60,11,202105.xlsx,"[' PP ', ' PE ', 'PVC RESINS60']",rule,23
7144,FOB KAOHSIUNG PORT TAIWAN SUPER ABSORBENT POLYMER QUANTITY 100000KG20KGBAG20000KG20 CONTAINERTOTAL AMOUNT USD14300000AS PER PROFORMA INVOICE NO12K15051,SUPER ABSORBENT POLYMER,12,202105.xlsx,['SUPER ABSORBENT POLYMER'],rule,12
7149,QTY 91266 KGSTAIRILIN BRAND POLYESTER TEXTURED WOOLY  YARN 75D72F1 SEMI DULL ROUND RAW WHITE A GRADE91266 KGS  230 USDAS PER SALES CONFIRMATION NON5747 DATE MAY 18 2021CIF BANGKOK THAILAND,YARN,25,202105.xlsx,"[' POLYESTER ', ' YARN ']",rule,26
7150,CIF HAIPHONG VIETNAMABS RESIN GRADE NO ABSAG 15A1HTOTAL QUANTITY 144000 KGSUNIT PRICE USD25 3K G,3K,4A,202105.xlsx,"[' 3K ', 'AG 15A1', ' GRADE ', 'ABS RESIN', ' RESIN ']",rule,4A
7151,PLASTIC RESIN CIF HONG KONG1 8 X 20 FCL CONSISTING OF   128 MTS OF  PPCO 3015  AT USD1430MT  USD18304000INCOTERMS 2010,PPCO 3015,1P,202105.xlsx,"['PLASTIC RESIN', 'PPCO 3015', ' RESIN ']",rule,23
7152,PLASTIC RESIN CIF HONG KONG1 8 X 20 FCL CONSISTING OF   128 MTS OF  PPCO 3015  AT USD1430MT  USD18304000INCOTERMS 2010,PPCO 3015,1P,202105.xlsx,"['PLASTIC RESIN', 'PPCO 3015', ' RESIN ']",rule,23
